filepath,genre,track_id
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00044.wav,classical,classical.00044
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00046.wav,classical,classical.00046
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00048.wav,classical,classical.00048
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00050.wav,classical,classical.00050
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00052.wav,classical,classical.00052
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00054.wav,classical,classical.00054
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00055.wav,classical,classical.00055
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00056.wav,classical,classical.00056
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00058.wav,classical,classical.00058
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00061.wav,classical,classical.00061
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00062.wav,classical,classical.00062
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00063.wav,classical,classical.00063
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00065.wav,classical,classical.00065
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00067.wav,classical,classical.00067
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00068.wav,classical,classical.00068
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00069.wav,classical,classical.00069
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00070.wav,classical,classical.00070
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00072.wav,classical,classical.00072
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00073.wav,classical,classical.00073
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00079.wav,classical,classical.00079
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00080.wav,classical,classical.00080
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00081.wav,classical,classical.00081
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00082.wav,classical,classical.00082
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00083.wav,classical,classical.00083
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00084.wav,classical,classical.00084
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00086.wav,classical,classical.00086
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00088.wav,classical,classical.00088
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00090.wav,classical,classical.00090
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00092.wav,classical,classical.00092
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00093.wav,classical,classical.00093
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00094.wav,classical,classical.00094
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00097.wav,classical,classical.00097
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\classical\classical.00099.wav,classical,classical.00099
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00000.wav,country,country.00000
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00001.wav,country,country.00001
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00003.wav,country,country.00003
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00004.wav,country,country.00004
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00006.wav,country,country.00006
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00009.wav,country,country.00009
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00011.wav,country,country.00011
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00012.wav,country,country.00012
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00013.wav,country,country.00013
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00014.wav,country,country.00014
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00015.wav,country,country.00015
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00018.wav,country,country.00018
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00019.wav,country,country.00019
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00020.wav,country,country.00020
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00022.wav,country,country.00022
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00025.wav,country,country.00025
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00027.wav,country,country.00027
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00028.wav,country,country.00028
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00029.wav,country,country.00029
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00032.wav,country,country.00032
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00033.wav,country,country.00033
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00034.wav,country,country.00034
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00035.wav,country,country.00035
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00037.wav,country,country.00037
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00039.wav,country,country.00039
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00041.wav,country,country.00041
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00043.wav,country,country.00043
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00044.wav,country,country.00044
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00046.wav,country,country.00046
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00047.wav,country,country.00047
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00048.wav,country,country.00048
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00051.wav,country,country.00051
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00053.wav,country,country.00053
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00056.wav,country,country.00056
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00057.wav,country,country.00057
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00058.wav,country,country.00058
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00059.wav,country,country.00059
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00062.wav,country,country.00062
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00063.wav,country,country.00063
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00066.wav,country,country.00066
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00067.wav,country,country.00067
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00068.wav,country,country.00068
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00069.wav,country,country.00069
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00070.wav,country,country.00070
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00071.wav,country,country.00071
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00076.wav,country,country.00076
C:\Users\diceandspice\.cache\kagglehub\datasets\andradaolteanu\gtzan-dataset-music-genre-classification\versions\1\Data\genres_original\country\country.00077.wav,country,country.00077
